file,run_file,run_date,client_id,language,repeats,scenario_id,query,iteration,seconds,shape,rows,rows_per_s
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000",2,0.8251531249989057,narrow,1000,1211.8962768290141
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000",3,0.8204823749983916,narrow,1000,1218.7952239704848
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000",4,0.844016457998805,narrow,1000,1184.811019409548
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_1000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000",5,0.8175625420008146,narrow,1000,1223.1480145270693
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000,1,0.8128113339989795,wide,1000,1230.297804879349
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000,2,0.8261167090022354,wide,1000,1210.4827188494671
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000,3,0.8167091659997823,wide,1000,1224.4260767856579
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000,4,0.8072285419984837,wide,1000,1238.8065435895828
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_1000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 1000,5,0.807167582999682,wide,1000,1238.9001008733449
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_10000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 10000",1,0.8284791250007402,narrow,10000,12070.31016018788
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_10000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 10000",2,0.825402499998745,narrow,10000,12115.301322706442
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_10000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 10000",3,0.8247777090000454,narrow,10000,12124.478984918165
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_10000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 10000",4,0.8060149170014483,narrow,10000,12406.718274150788
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,narrow_10000,"SELECT cs_order_number, cs_item_sk, cs_quantity, cs_sales_price, cs_net_paid, cs_net_profit FROM samples.tpcds_sf1000.catalog_sales LIMIT 10000",5,0.8147670420003124,narrow,10000,12273.446868259758
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_10000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 10000,1,0.87844316699920455,wide,10000,11383.775724683912
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_10000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 10000,2,0.8945399170006567,wide,10000,11178.930990055147
results/python-sql-connector/run_20260206.json,run_20260206.json,20260206,python-sql-connector,python,5,wide_10000,SELECT * FROM samples.tpcds_sf1000.catalog_sales LIMIT 10000,3,0.8595392919996812,wide,10000,11634.13946642908
